ACTH : adrenocorticotrop
aspirat : ținti
aspirat : urmări
aspirat : stărui
aspirat : năsli
aspirat : năduli
aspirat : bărăni
aspirat : aținti
aspirat : jelui
aspirat : nădăjdui
aspirație : pornire
aspirație : năzuire
aspirație : râvnire
aspirație : năslire
aspirină : acetilsalicilic
asplenium : spinarea-lupului
asprime : greutate
aspru : auster
aspru : dificil
aspru : sever
astacus : stacoj
astacus : cancer
asteatoză : xeroftalmie
astenic : slăbicios
aster : scânteie
aster : brumărea
aster : ceapa-ciorii
aster : cătare
aster : săpunele
aster : vinețele
aster : salbă-moale
asteri : scânteie
asteri : brumărea
asteri : ceapa-ciorii
asteri : cătare
asteri : săpunele
asteri : vinețele
asteri : salbă-moale
asterisc : poate
asterisc : trimite
asterisc : josul
asteroid : planetoid
asteroid : ochiul
asteroidea : căzătoare
asteroidea : meteor
asteroidea : arătare
asteroidea : foarte
asteroidea : bolid
asteroidea : steaua
asteroidea : ciobanului
asteroidea : împăratul
asteroidea : steajerul
asteroidea : stâlpul
asteroidea : candela-cerului
asteroidea : stea-de-mare
asteroidea : asterie
asteroidea : culori
asteroidea : frunte
astfel : așadar
astfel : invar
astigmatism : aberație
astmatic : șuios
astmă : înecăciune
astmă : năduf
astmă : suspin
astmă : stenahorie
astmă : stenos
astragal : talus
astral : sideral
astral : solar
astral : universul
astrantia : măcrișul
astrantia : calului
astrantia : urzica-raței
astrantia : brustan
astrantia : dragavei
astrantia : dragomir
astrantia : crestățea
astrantia : limba-boului
astrantia : sanguineus
astrantia : pratensis
astrantia : iurpăsătoare
astrantia : cinstea-câmpului
astrantia : faptul-mare
astringent : stifos
astringent : strângător
astrolog : filozof
astrolog : zodier
astrolog : matematic
astrolog : pretindea
astrolog : prevedea
astrolog : destinul
astrolog : omului
astrolog : poziția
astrologic : astrologhicesc
astronaut : cosmonaut
astronom : astrolog
astronom : solomonar
astronomic : astronomicesc
astru : ceresc
astruca : înfășura
astruca : îngropa
astruca : înhuma
astruca : înmormânta
astrucare : îngropat
astrucare : înhumare
astrucat : înfășura
astrucat : îngropa
astrucat : înhuma
astrucat : înmormânta
astupa : acoperi
astupa : închide
astupa : umple
astupare : acoperire
astupare : închidere
astupat : acoperit
astupat : închis
astupuș : burare
astâmpăr : liniște
astâmpăr : repaus
astâmpăr : răzbun
astâmpăr : potol
astâmpăr : stare
astâmpăr : așezare
astâmpăr : așezământ
astâmpăr : păciuire
astâmpăr : răsuflare
astâmpăr : destindere
astâmpăr : senin
astâmpăr : seninătate
asud : sudoare
asuda : aburi
asudare : aburi
asupra : local
asupra : supra
asupra : peste
asupra : către
asupra : înspre
asupra : despre
asupra : între
asupra : ațintește
asupra : privirea
asupra : contra
asupra : împotriva
asupreală : exploatare
asupreală : împilare
asupreală : năpăstuire
asupreală : opresiune
asupreală : oprimare
asupreală : persecutare
asupreală : persecuție
asupreală : prigonire
ataca : tăia
ataca : flancurile
ataca : armatei
ataca : agresa
ataca : agresiona
ataca : mânca
ataca : roade
atacare : tăia
atacare : flancurile
atacare : armatei
atacare : agresa
atacare : agresiona
atacare : mânca
atacare : roade
atacat : tebecist
ataraxic : anxiolitic
ataraxic : medicament
atare : invar
atavism : reversie
atașa : anexa
atașa : alipi
atașa : încorpora
atașa : întrupa
atașa : teritoriu
atașa : apropia
atașa : acest
atașare : anexa
atașare : alipi
atașare : încorpora
atașare : întrupa
atașare : teritoriu
atașare : apropia
atașare : acest
atașat : anexa
atașat : alipi
atașat : încorpora
atașat : întrupa
atașat : teritoriu
atașat : apropia
atașat : acest
atebrină : servește
atebrină : tratamentul
atee : necredincios
atee : liber-cugetător
atee : ateist
ateist : class="ref
atelier : lucrătoare
atelier : mihei
atelier : meserie
atelier : studio
atelier : pictorului
atemporal : acronic
atemporal : noțiune
atent : cercetător
atent : iscoditor
atent : pătrunzător
atent : scormonitor
atent : scotocitor
atent : scrutător
atent : sfredelitor
atent : străpungător
atenta : cercetător
atenta : iscoditor
atenta : pătrunzător
atenta : scormonitor
atenta : scotocitor
atenta : scrutător
atenta : sfredelitor
atenta : străpungător
atenua : calma
atenua : descrește
atenua : diminua
atenua : domoli
atenua : liniști
atenua : micșora
atenua : modera
atenua : pondera
atenua : potoli
atenua : reduce
atenua : scădea
atenua : slăbi
atenua : tempera
atenua : pacifica
atenua : îmblânzi
atenua : îndulci
atenua : înmuia
atenua : vântului
atenuant : ușurător
atenuare : calmare
atenuare : descreștere
atenuare : diminuare
atenuare : domolire
atenuare : micșorare
atenuare : potolire
atenuare : reducere
atenuare : scădere
atenuare : slăbire
atenuare : temperare
atenuare : intensității
atenuat : calmat
atenuat : diminuat
atenuat : domolit
atenuat : liniștit
atenuat : potolit
atenuat : redus
atenție : interj
atenție : păzea
atenție : șase
atenție : șest
atenții : cercetător
atenții : iscoditor
atenții : pătrunzător
atenții : scormonitor
atenții : scotocitor
atenții : scrutător
atenții : sfredelitor
atenții : străpungător
aterizare : aterizaj
ateu : necredincios
ateu : liber-cugetător
ateu : ateist
atinge : tinge
atinge : aceste
atinge : împunge
atinge : înțepa
atinge : pișca
atinge : șfichiui
atinge : somnul
atins : impresionat
atins : insultat
atins : înduioșat
atins : jignit
atins : mișcat
atins : ofensat
atins : tulburat
atitudine : comportare
atitudine : purtare
atocma : aidoma
atocma : aievea
atocma : asemenea
atocma : chiar
atocma : exact
atocma : identic
atol : recif
atol : coralier
atol : inelar
atomizor : spray
atomizor : pentru
atotputernic : omnipotent
atotputernic : puternicos
atotputernic : preaputernic
atotputernic : preaputincios
atotputernic : prepotent
atotputernicie : puternicie
atotputernicie : monarh
atotvăzător : preavăzător
atotștiutor : preavăzător
atotțiitorul : puternicul
atotțiitorul : creatorul
atotțiitorul : divinitate
atotțiitorul : domnul
atotțiitorul : dumnezeire
atotțiitorul : dumnezeu
atotțiitorul : părinte
atotțiitorul : stăpânul
atractiv : atrăgător
atractiv : plăcut
atractiv : atracțios
atractiv : spectacol
atracție : gravitate
atracție : farmec
atracție : prestigiu
atracție : miraj
atracție : plecare
atracție : aplicație
atracție : aptitudine
atracție : chemare
atracție : înclinare
atracție : înclinație
atracție : înzestrare
atracție : pornire
atracție : predilecție
atracție : predispoziție
atracție : talent
atracție : vocație
atracție : propensiune
atracție : tragere
atracție : aplecăciune
atracție : demonstrat
atracție : pentru
atracțios : atrăgător
atramentarius : buretele-calului
atramentarius : căciula-șerpelui
atrepsie : socote
atrepsie : nutriție
atribui : socoti
atribui : nedrept
atribui : distribui
atribui : repartiza
atribui : loturi
atribuit : socoti
atribuit : nedrept
atribuit : distribui
atribuit : repartiza
atribuit : loturi
atribuție : îndatorire
atriplex : știr
atriplex : piciorul-caprei
atroce : invar
atroce : crunt
atroce : cumplit
atroce : fioros
atroce : groaznic
atroce : grozav
atroce : înfiorător
atroce : înfricoșător
atroce : îngrozitor
atroce : înspăimântător
atroce : teribil
atroce : durere
atrofia : degenera
atrofiat : degenerat
atrofiat : uscat
atrofie : atrofiere
atrofie : degenerare
atrofie : degenerație
atropa : țilidonie
atropa : cireașa-lupului
atropa : doamna-codrului
atropa : doamnă-mare
atropa : floarea-codrului
atropa : iarba-codrului
atu : jocul
atârna : apuca
atârna : prinde
atârna : ține
atârna : anina
atârna : crengi
atârna : spânzura
atârna : perete
atârna : cădea
atârna : curge
atârna : depinde
atârnați : apuca
atârnați : prinde
atârnați : ține
atârnați : anina
atârnați : crengi
atârnați : spânzura
atârnați : perete
atârnați : cădea
atârnați : curge
atârnați : depinde
atât : interj
atât : grăbi
atâtica : atâtuca
atâtica : copil
atăgârța : atârna
atăgârța : prinde
atăgârța : spânzura
atăgârțare : atârna
atăgârțare : prinde
atăgârțare : spânzura
atăgârțat : atârna
atăgârțat : prinde
atăgârțat : spânzura
aucuparia : merișor
aucuparia : lemn-câinesc
aucuparia : lemn-pucios
aucuparia : pomul-ursului
audia : asculta
audia : martor
audiat : asculta
audiat : martor
audiție : sinopsie
augmenta : mări
augmenta : multiplica
augmentare : mărire
augmentare : multiplicare
augmentat : mări
augmentat : multiplica
augur : auspiciu
august : imperial
august : impunător
august : împărătesc
august : maiestos
august : preamărit
august : preaslăvit
augusta : imperial
augusta : impunător
augusta : împărătesc
augusta : maiestos
augusta : preamărit
augusta : preaslăvit
aur : petrol
aurantia : pavilionul
aurantia : urechii
aurantia : pâlnie
aurantia : urechea-babei
aurantia : lăutoare
aurantium : naramz
aurantium : oranz
aurar : zlătar
aurar : turcism
aurar : cuiungiu
aurea : înauri
aurea : întrauri
aureola : nimba
aureolare : nimba
aureolat : nimbat
aureolat : sfânt
aureolă : pictorii
aureolă : capetele
auri : înauri
auri : întrauri
auricul : atriu
auricularia : auricularia
auricularia : prescurărele
auricularia : prescurea
auricularia : iarba-ciutei
auricularia : iarba-împăratului
auricularia : iarba-tunului
auricularia : iarba-urechii
auricularia : iarbă-de-ureche
auricularia : țâța-mielului
aurire : aurit
aurire : spoire
aurire : spoit
aurire : obiect
aurit : înaurit
aurit : întraurit
auriu : aurel
auriu : aurit
auriu : auros
auroterapie : crisoterapie
auroterapie : folosește
auroterapie : afecțiunile
aurărie : aurărime
aurărie : găsit
aurărime : aurărie
aurărime : argintărie
ausculta : asculta
auscultat : asculta
auscultație : auscultare
auscultație : zgomotelor
auster : aspru
auster : sever
auster : sobru
auster : spartan
austral : meridional
austral : sudic
australis : mierea-ursului
austriaca : pelin
austriacum : inușor
austriacum : in-de-câmp
autentic : adevărat
autentic : veritabil
autentic : curat
autentic : nefalsificat
autentic : original
autentic : patent
autenticitate : valabilitate
autenticitate : validitate
autocamion : camion
autocamion : cărat
autocamion : mobila
autocamionetă : autocamion
autocaracteriza : defini
autocaracteriza : caracteriza
autocaracteriza : veridic
autocaracteriza : cartea
autocaracterizare : defini
autocaracterizare : caracteriza
autocaracterizare : veridic
autocaracterizare : cartea
autocefal : independent
autocefal : neatârnat
autocefalie : neatârnare
autocefalie : biserici
autocefalie : ortododoxe
autocefalie : române
autocefalie : celelalte
autocrat : potentat
autocrat : autocrator
autocraticesc : autocrat
autodefini : autocaracteriza
autodefinire : autocaracteriza
autodemasca : demasca
autodemasca : trăda
autodemascare : demascare
autodemascare : trădare
autodota : autoutila
autodotare : autoutila
autodubă : autocamion
autofecundare : autofecundație
autofecundare : autogamie
autoflagelație : autoflagelare
autogestiune : autogestionare
autoinducție : selfinducție
automat : automatic
automat : inconștient
automat : instinctiv
automat : mașinal
automat : mecanic
automat : reflex
automat : mașinalicește
automat : mecanicește
automulțumire : autoîncântare
autonom : liber
autonom : slobod
autonom : volnic
autonom : punct
autonom : vedere
autonomie : libertate
autonomie : autonomism
autonomie : slobozenie
autonomie : slobozie
autonomie : volnicie
autonomie : teritoriu
autonomie : cadrul
autopolenizare : cleistogamie
autopsia : necropsie
autopsia : celui
autopsie : necropsie
autopsie : celui
autor : scriitor
autor : izvoditor
autor : grecism
autor : singraf
autor : făptuitor
autor : pricinuitor
autoreglare : autoreglaj
autoritar : imperativ
autoritar : poruncitor
autoritate : organ
autoritate : superioare
autoritate : putere
autoritate : astăzi
autoritate : stăpânire
autoritate : dominare
autoritate : dominație
autoritate : hegemonie
autoritate : supremație
autoritate : puternicie
autoritate : stăpânie
autoritate : tărie
autoritate : latinism
autoritate : potestate
autoritate : întins
autoritate : ascendent
autoritate : considerație
autoritate : înrâurire
autoritate : prestigiu
autoritate : reputație
autoritate : respect
autoritate : trecere
autoritate : credit
autoriza : delega
autoriza : împuternici
autoriza : învesti
autoriza : abilita
autoriza : isprăvnici
autoriza : slobozi
autoriza : următorul
autoriza : lucru
autorizare : delega
autorizare : împuternici
autorizare : învesti
autorizare : abilita
autorizare : isprăvnici
autorizare : slobozi
autorizare : următorul
autorizare : lucru
autorizat : privilegiat
autorizat : calificat
autorizat : competent
autorizat : îndreptățit
autorizat : priceput
autorizat : franțuzism
autorizat : ponderos
autorizat : opinie
autorizație : permis
autorizație : slobozenie
autorizație : pitac
autorizație : pentru
autorizație : practicarea
autorizație : împuternicire
autorizație : permisiune
autoservire : englezism
autoservire : self-service
autosugestiona : sugestiona
autosugestionare : sugestiona
autoturism : turism
autoturism : caroseria
autozom : cromozom
autozom : somatic
autoîncântare : automulțumire
autumnalis : cocoșel
autumnalis : dediței-galbeni
autumnalis : autumnalis
auxiliar : ajutător
auxiliar : ajutor
auxiliar : sprijin
auxiliar : accesoriu
auxiliar : secundar
auxiliar : subsidiar
auxiliar : într-un
auz : ureche
auz : foarte
auz : auzire
auz : acestor
auz : vorbe
auzi : prinde
auzi : câteva
auzi : vijelie
auzi : oblici
auzi : toții
auzire : acestor
auzire : vorbe
auzit : prinde
auzit : câteva
auzit : vijelie
auzit : oblici
auzit : toții
aușel : cristatus
aușel : tartalac
aușel : aușel-de-stuf
avalanșă : pantele
avan : aspru
avan : barbar
avan : brutal
avan : câinos
avan : crâncen
avan : crunt
avan : cumplit
avan : feroce
avan : fioros
avan : inuman
avan : necruțător
avan : neiertător
avan : neîmblânzit
avan : neînduplecat
avan : neîndurat
avan : neîndurător
avan : nemilos
avan : neomenos
avan : neuman
avan : sălbatic
avan : sângeros
avanie : exploatare
avanie : împilare
avanie : năpăstuire
avanie : opresiune
avanie : oprimare
avanie : persecutare
avanie : persecuție
avanie : prigonire
avanport : anteport
avanpremieră : repetiție
avansat : înaintat
avanscenă : prosceniu
avanscenă : teatrul
avant : ardoare
avant : impetuozitate
avant : temperament
avant : suflet
avantaj : beneficiu
avantaj : câștig
avantaj : folos
avantaj : profit
avantaj : afacere
avantaj : chilipir
avantaj : favoare
avantaj : înlesnire
avantaj : privilegiu
avantaj : făcut
avantaj : unele
avantaj : binefacere
avantaj : tehnicii
avantajat : câștigat
avantajat : ieșit
avanti : lansa
avaria : deteriora
avaria : strica
avariat : deteriorat
avariat : stricat
avariat : tehnic
avarie : deteriorare
avarie : stricăciune
avarie : suferit
avariere : deteriorare
avariere : stricare
avariere : vătămare
avariere : sistem
avat : vrespere
avat : pește-lup
avat : pește-țigănesc
avat : boulean
avat : vâlcan
avat : vâlsan
avat : pește-cu-șapte-nume
avea : poseda
avea : deține
avea : purta
avea : numele
avea : nutri
avea : sentimente
avea : pentru
avea : exista
avea : găsi
avea : bucura
avea : dispune
avea : sfârșit
avedere : direct
avedere : franc
avellanarius : alunar
aventura : hazarda
aventurare : hazarda
aventurier : aventurist
aventurier : vânturător
aventurier : vântură-lume
aventurier : zvânturat
aventuros : zvânturatic
aventură : povestea
aventură : acele
avenă : pâlnie
avenă : rocile
avere : avuție
avere : bogăție
avere : mijloace
avere : situație
avere : stare
avere : bogătate
avere : prilej
avere : prindere
avere : prinsoare
avere : iosag
avere : bucate
avere : periusie
avere : parale
avere : cheag
avertisment : ieșit
avertisment : prevenire
aviator : zburător
aviculare : costrei
aviculare : porcin
aviculare : troscoțel
avid : lacom
avid : neîndestulat
avid : cupid
avid : nesătul
avid : nesăturat
avid : nesățios
avid : câștig
avid : ahtiat
avid : dorit
avid : dornic
avid : jinduit
avid : jinduitor
avid : râvnitor
avid : înfometat
avid : însetat
avid : setos
avid : senzații
avion : aeroplan
aviz : indicație
aviz : instrucțiuni
aviz : prescripție
aviz : recomandare
aviz : recomandație
aviza : aprecia
aviza : favorabil
avizare : aprecia
avizare : favorabil
avizat : capabil
avizat : competent
avizat : informat
avizat : pregătit
avlie : curte
avocat : apărător
avocat : procator
avocat : defensor
avocat : vechil
avocatură : procatorie
avocatură : procatorit
avocățesc : peior
avocățesc : cârciogăresc
avort : lepădare
avort : lepădat
avort : pierdere
avort : pierzanie
avorta : lepăda
avorta : pierde
avorta : stârpi
avorta : copili
avortare : lepăda
avortare : pierde
avortare : stârpi
avortare : copili
avorton : născut
avosetta : interj
avânt : ardoare
avânt : impetuozitate
avânt : temperament
avânt : suflet
avânta : lansa
avântare : lansa
avântat : maiestuos
ax : organ
ax : nervos
axiologie : teoria
axiologie : valorilor
axiomă : postulat
axon : neurit
axon : cilindru-ax
axon : prelungire
azeotrop : lichid
azeotropism : azeotropie
azeotropism : amestec
azil : ieșit
azil : ospiciu
azimă : pâine
azimă : împărtășania
azimă : mozaici
azlu : mazilire
azot : nitrogen
azotit : nitrit
azotit : acidului
azotos : azotat
azotos : nitros
azotură : combinație
azvârli : arunca
azvârli : repezi
azvârli : zvârli
azvârli : năpusti
azvârli : mătura
azvârli : toate
azvârli : paharele
azvârli : lansa
azvârli : trage
azvârli : slobozi
azvârli : hăti
azvârlire : aruncare
azvârlire : lansare
azvârlire : tragere
azvârlit : arunca
azvârlit : repezi
azvârlit : zvârli
azvârlit : năpusti
azvârlit : mătura
azvârlit : toate
azvârlit : paharele
azvârlit : lansa
azvârlit : trage
azvârlit : slobozi
azvârlit : hăti
aș : poseda
aș : deține
aș : purta
aș : numele
aș : nutri
aș : sentimente
aș : pentru
aș : exista
aș : găsi
aș : bucura
aș : dispune
aș : sfârșit
așa : imediat
așadar : putem
așadar : limita
așași : chiar
așași : exact
așași : imediat
așași : întocmai
așchios : țăndăros
așeza : ședea
așeza : poposi
așeza : umbra
așeza : alipui
așeza : așterne
așeza : căpătui
așeza : rostui
așeza : carte
așezare : instalare
așezare : plasare
așezare : într-un
așezare : amplasare
așezare : concr
așezare : amplasament
așezare : poziție
așezare : situare
așezare : situație
așezare : șezământ
așezare : pusăciune
așezare : pusoare
așezare : localitate
așezare : aglomerație
așezare : politie
așezare : adăpost
așezare : cămin
așezare : domiciliu
așezare : cortel
așezare : mutare
așezare : mutat
așezare : odaie
așezare : sălășluire
așezare : ședere
așezare : șezut
așezare : bârlog
așezător : sedentar
așezător : stabil
ași : birlic
ași : jocul
ași : maestru
ași : adevărat
ași : domeniul
așijderea : aidoma
așijderea : aievea
așijderea : asemenea
așijderea : chiar
așijderea : exact
așijderea : identic
așteaptă : adăsta
așteaptă : acera
așteaptă : agodi
așteaptă : zăbovi
așteaptă : puțin
așteaptă : îngădui
așteaptă : permite
așteaptă : crede
așteaptă : imagina
așteaptă : închipui
așteaptă : te-ai
aștepta : adăsta
aștepta : acera
aștepta : agodi
aștepta : zăbovi
aștepta : puțin
aștepta : îngădui
aștepta : permite
aștepta : crede
aștepta : imagina
aștepta : închipui
aștepta : te-ai
așteptare : așteptat
așteptat : prevăzut
așteptat : previzibil
așteptat : scontat
așteptat : efect
așterne : așeza
așterne : întinde
așterne : carte
așternere : așezare
așternere : întindere
așternere : punere
așternere : feței
așternut : strat
ați : poseda
ați : deține
ați : purta
ați : numele
ați : nutri
ați : sentimente
ați : pentru
ați : exista
ați : găsi
ați : bucura
ați : dispune
ați : sfârșit
aținti : pironi
aținti : ținti
aținti : țintui
aținti : sticli
aținti : stâlpi
aținti : scufunda
aținti : privirea
ațintire : pironi
ațintire : ținti
ațintire : țintui
ațintire : sticli
ațintire : stâlpi
ațintire : scufunda
ațintire : privirea
ațintit : fixat
ațintit : pironit
ațintit : țintit
ațintit : țintuit
ațintit : sticlit
ațintit : stâlpit
ațintit : rămas
ațintit : privirea
ațipi : dormita
ațipi : picoti
ațipi : piroti
ațipi : somnola
ațipi : aromi
ațipi : somnora
ațipi : ajumi
ațipi : mătăli
ațipi : picura
ațipi : pircoti
ațipi : chircoti
ațipi : clipoci
ațipi : mocota
ațipi : știulbica
ațipire : dormitare
ațipire : moțăire
ațipire : moțăit
ațipire : picotire
ațipire : pirotire
ațipire : somnie
ațipire : clipocire
ațipire : pircotit
ațipire : somnoroșie
ațipire : dulce
ațipit : dormita
ațipit : picoti
ațipit : piroti
ațipit : somnola
ațipit : aromi
ațipit : somnora
ațipit : ajumi
ațipit : mătăli
ațipit : picura
ațipit : pircoti
ațipit : chircoti
ațipit : clipoci
ațipit : mocota
ațipit : știulbica
ațâța : înviora
ațâța : scotoci
ațâța : îmboldi
ațâța : îndemna
ațâța : mușca
ațâțare : întețire
ațâțare : înviorare
